StoreID,StoreName,Region,City,StoreType,OpeningDate
S447,Store_Hub 447,North,Dallas,Compact,2022-10-08
S448,Store_Mall 448,North,Houston,Express,2018-06-10
S449,Store_Mall 449,Southeast,Portland,Compact,2022-09-28
S450,Store_Plaza 450,Central,Seattle,Superstore,2017-06-23
S451,Store_Mall 451,East,Detroit,Standard,2020-02-07
S452,Store_Hub 452,Northeast,Miami,Superstore,2020-04-12
S453,Store_Hub 453,West,San Diego,Superstore,2015-12-02
S454,Store_Hub 454,Midwest,Portland,Compact,2015-11-16
S455,Store_Hub 455,South,Los Angeles,Superstore,2020-09-01
S456,Store_Mall 456,East,Philadelphia,Compact,2020-11-01
S457,Store_Market 457,South,San Antonio,Superstore,2020-06-25
S458,Store_Plaza 458,Midwest,Los Angeles,Express,2016-06-24
S459,Store_Hub 459,Southeast,Atlanta,Superstore,2015-08-25
S460,Store_Hub 460,Midwest,Austin,Flagship,2019-06-10
S461,Store_Center 461,North,San Antonio,Superstore,2015-10-27
S462,Store_Plaza 462,Southeast,Seattle,Flagship,2021-01-25
S463,Store_Plaza 463,South,Detroit,Flagship,2018-03-21
S464,Store_Market 464,East,Phoenix,Express,2019-03-14
S465,Store_Market 465,Midwest,Denver,Express,2015-11-25
S466,Store_Hub 466,East,Seattle,Flagship,2017-01-01
S467,Store_Hub 467,Southeast,Portland,Standard,2023-03-01
S468,Store_Mall 468,North,New York,Compact,2020-03-11
S469,Store_Hub 469,Southeast,Las Vegas,Express,2017-07-29
S470,Store_Mall 470,Midwest,Seattle,Standard,2018-02-03
S471,Store_Mall 471,South,Los Angeles,Express,2021-11-23
S472,Store_Plaza 472,West,San Antonio,Flagship,2016-02-18
S473,Store_Hub 473,North,Atlanta,Superstore,2022-07-15
S474,Store_Plaza 474,West,Los Angeles,Express,2019-12-03
S475,Store_Mall 475,West,Los Angeles,Standard,2020-08-25
S476,Store_Center 476,West,Boston,Superstore,2021-09-15
S477,Store_Center 477,West,Austin,Standard,2022-05-28
S478,Store_Hub 478,West,Miami,Compact,2018-02-01
S479,Store_Plaza 479,East,Miami,Superstore,2020-07-23
S480,Store_Plaza 480,Northeast,Denver,Superstore,2018-07-29
S481,Store_Market 481,Southeast,Phoenix,Compact,2019-03-22
S482,Store_Mall 482,Midwest,San Diego,Standard,2018-05-16
S483,Store_Mall 483,Midwest,Los Angeles,Superstore,2019-08-18
S484,Store_Market 484,East,Denver,Standard,2017-11-10
S485,Store_Mall 485,Northeast,Chicago,Express,2019-02-28
S486,Store_Plaza 486,West,Los Angeles,Compact,2019-03-25
S487,Store_Hub 487,North,Chicago,Standard,2021-08-03
S488,Store_Hub 488,West,Detroit,Standard,2018-09-25
S489,Store_Center 489,North,San Antonio,Standard,2016-04-25
S490,Store_Market 490,West,San Antonio,Express,2017-09-07
S491,Store_Hub 491,Northeast,Austin,Express,2020-03-24
S492,Store_Hub 492,Northeast,Austin,Compact,2019-01-13
S493,Store_Hub 493,Midwest,Atlanta,Flagship,2023-02-07
S494,Store_Market 494,Northeast,San Antonio,Compact,2018-07-05
S495,Store_Market 495,North,San Diego,Standard,2015-03-08
S496,Store_Center 496,Southeast,Austin,Standard,2017-03-14
S497,Store_Center 497,West,Denver,Superstore,2017-10-03
S498,Store_Market 498,Northeast,Dallas,Express,2023-02-11
S499,Store_Market 499,Midwest,Philadelphia,Compact,2016-11-24
S500,Store_Mall 500,Midwest,Philadelphia,Superstore,2022-03-13
